Curso,"Categoría
Local, Autonómica, Nacional, Universidad",CCAA,Provincia,Localidad,Convocante,Plazas,Boletín,Publicación,"Instancias
00/00/00-00/00/00","Tipo
Oposición/Concurso-Oposición/Bolsa","¿Bolsa?
SI/NO",ID,Material,Activa/inactiva,"Simulacro
SI/NO ",Fecha simulacro,Inscritos,Enlace general sgto,"Sgto especial
SI/NO",Fecha última revisión,Estado,"Listas provisionales
Fecha",LP publicadas en,LP enlace si hay,"Listas definitivas
Fecha",LD publicadas en,LD enlace si hay,Tipo ejercicio 1,Fecha ejercicio 1,Listas aprobados,Enlace si hay,Aprobados,Tipo ejercicio 2,Fecha ejercicio 2,Listas aprobados,Enlace si hay,Aprobados,Tipo ejercicio 3,Fecha ejercicio 3,Listas aprobados,Enlace si hay,Aprobados,Tipo ejercicio 4,Fecha ejercicio 4,Listas aprobados,Enlace si hay,Aprobados,Entran en bolsa,Obtiene plaza
TBS,Local,C. Valenciana,Alicante,Mutxamel,Ayuntamiento,2,BOE 4/05/2024,BOE 4/05/2024,17/5/2024,concurso-oposición,,104170,M225692,Activa,,aviso batería 13/06,,https://ayto.mutxamel.org/proceso-selectivo/trabajador-social/,,13/6/2024,LP y BATERÍA,6/6/2024,boletín,https://ayto.mutxamel.org/wp-content/uploads/2024/06/RRHH_Lista-provisional_Tbjador-Social.pdf,,,,Test,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Castilla La Mancha,Ciudad Real,Calzada de Calatrava,Ayuntamiento,1,BOE nº 110 DE 06/05/2024,BOPO DE 19/04/2024,9/5/2024,concurso-oposicioón,si,104194,M225709,Activa,,,,www.calzadadecalatrava.es/,https://calzadadecalatrava.sedelectronica.es/board/,10/6/2024,Convocatoria,,,,,,,test,,,,,caso práctico,,,,,,,,,,,,,,,,
TBS,Local,Valladolid,Valladolid,Valladolid,Diputación Provincial de Valladolid,10,BOE nº 112 de 08/05/2024,BOP de 12/03/2024,10/5/2024,concurso-oposición,si,104256,M225714,Activa,,,,www.diputaciondevalladolid.es/convocatorias-y-oposiciones,https://www.diputaciondevalladolid.es/convocatorias-y-oposiciones/-/journal_content/56/10181/5671761,10/6/2024,Convocatoria,,,,,,,test,,,,,desarrollo,,,,,caso práctico,,,,,,,,,,,
TBS,Local,C. Valenciana,Valencia,Requena,Ayuntamiento,1,BOE nº 107 de 02/05/2024,BOP DE 27/01/2024,9/5/2024,concurso-oposición,si,104088,M225729,Activa,,,,requena.sedipualba.es/tablondeanuncios/,,14/5/2024,Convocatoria,,,,,,,test,,,,,caso práctico,,,,,,,,,,,,,,,,
TBS,Local,Cataluña,Barcelona,Montcada I Reixac,Ayuntamiento,0,CIDO,CIDO,10/5/2024,Concurso-oposición,,104104,M225734,Activa,,,,https://cido.diba.cat/oposicions/17108717/borsa-de-treball-de-places-de-treballador-social-ajuntament-de-montcada-i-reixac,,13/6/2024,LP y examen teórico práctico 04/07/2024,,,,,,,idiomas,NA,,,,test teórico-práctico,4/7/2024,,,,entrevista,,,,,,,,,,,
TBS,Local,Cantabria,Cantabria,,"Mancomunidad de Servicios Sociales de Ampuero, Limpias, Liendo, Guriezo y Colindres",0,BOC 30/04/2024,BOC 30/04/2024,01/05/2024 - 15/05/2024,Concurso-oposición,,104053,M196900(02),Activa,,,,https://mancomunidad24.sedelectronica.es/board,,14/6/2024,convocatoria (no LP?),3/6/2024,,,,,,Test y 4 preguntas cortas,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Andalucía,Granada,Las Gabias,Ayuntamiento,0,BOP de 12/04/2024,BOP de 12/04/2024,15/5/2024,Oposición,,103583,M225945,,,,,www.lasgabias.es/portal-transparencia/creacion-de-una-bolsa-de-empleo-como-funcionario-interino-en-la-categoria-de-trabajador-a-social-en-el-ayuntamiento-de-las-gabias/#1679074197028-2291d4ea-5b4a,,10/6/2024,LP,23/5/2024,,https://www.lasgabias.es/portal-transparencia/wp-content/uploads/sites/8/2024/05/ANUNCIOLISTADOPROVISIONALADMITIDOS-EXCLUIDOSTRABAJADORSOCIALFId943547_943547_f.pdf,,,,Test,,,,,,,,,,,,,,,,,,,,,
TBS,Local,C. Valenciana,Castellón,Alcalá de Xivert,Ayuntamiento,1,BOE 13/05/2024,BOE 13/05/2024,10/6/2024,Concurso-oposición,,104360,M225971,Activa,,,,https://alcaladexivert.sedelectronica.es/board/9753e838-f59b-11de-b600-00237da12c6a/,,10/6/2024,Convocatoria,,,,,,,Test,,,,,Caso práctico,,,,,,,,,,,,,,,,
TBS,Local,País Vasco,Vizcaya,,Mancomunidad Mungialde de Servicios Sociales,1,BOE 06/05/2024,BOE 06/05/2024,3/6/2024,Concurso-oposición,,104191,M225973,activa,,,,https://www.mungialde.eus/es-ES/Mancomunidad/empleo-publico/Paginas/concurso-oposicion.aspx,,4/6/2024,convocatoria,,,,,,,test,,,,,Caso práctico,,,,,idioma,,,,,,,,,,,
TBS,Local,Canarias,Tenerife,Tenerifa,Org. Aut. Instituto Insular de Atención Social y Sociosanitaria,5,BOE 23/04/2024,BOE 23/04/2024,23/5/2024,Concurso-oposición,,103856,M226068,Activa,,,,https://www.iass.es/empleo-publico/convocatorias-en-proceso?view=convocatoria&id=202414,,10/6/2024,Convocatoria,,,,,,,Defensa de proyecto,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Cataluña,Barcelona,Badalona,Aytuntamiento,0,Web 14/05/2024,Web 14/05/2024,24/5/2024,oposición,,104479,M226128,activa,,,,https://badalona.convoca.online/processDetail.html?id=f21c2613-fef7-433f-48e5-08dc7377eb7b&type=1,,10/6/2024,LD y examen 28/06/2024,28/5/2024,,,5/6/2024,,,único tipo test,28/6/2024,,,,,,,,,,,,,,,,,,,,
TBS,Local,País Vasco,Vizcaya,Barakaldo,Ayuntamiento,4,BOE 21/05/2024,BOE 21/05/2024,18/6/2024,concurso-oposición,,104651,M226130,Activa,,,,https://www.barakaldo.eus/OficinaVirtualBarakaldo/bolsaEmpleo.do?codMenu=10#,https://www.barakaldo.eus/OficinaVirtualBarakaldo/detalleProceso.do;jsessionid=02738495527841E9D8F39606160323BD?codProceso=57,10/6/2024,Convocatoria,,,,,,,"Test, parte teórica y parte práctica",,,,,Euskera,,,,,,,,,,,,,,,,
TBS,Local,Canarias,Tenerife,Tazacorte,Ayuntamiento ,1,BOE 11/05/2024,BOE 11/05/2024,10/6/2024,concurso-oposición,,104352,M226248,Activa,,,,https://tazacorte.sedelectronica.es/preview-document.2,,29/5/2024,Convocatoria,,,,,,,Test,,,,,Desarrollo,,,,,Caso práctico,,,,,,,,,,,
TBS,Local,Galicia,Pontevedra,Villagarcía de Arousa,Ayuntamiento,0,BOP de 14/05/2024,BOP de 14/05/2024,18/5/2024,oposición,,104455,M225952,Activa,,,,sede.vilagarcia.gal/public/publications/list/transparency/RRHH-SELECT/details/39708715,,30/5/2024,Convocatoria,,,,,,,Test,,,,,Caso práctico,,,,,,,,,,,,,,,,
TBS,Local,C. Valenciana,Alicante,Calpe,Ayuntamiento,0,BOP de 14/05/2024,BOP de 14/05/2024,15/05/2024 - 24/05/2024,concurso-opsoción,,104462,M225952,Activa,,,,https://calp.sedelectronica.es/board,,11/6/2024,LD y 1º examen 13/06/2024,28/5/2024,,,4/6/2024,,,Test,13/6/2024,,,,Caso práctico,,,,,,,,,,,,,,,,
TBS,Local,País Vasco,Álava,Laguardia ,Ayuntamiento,1,BOP de 28/12/2022,BOE nº 114 de 10/05/2024,20/5/2024,Concurso-oposición,,104337,M226069,Activa,,,,udalenegoitza.araba.eus/portal/noEstatica.do?opc_id=268&ent_id=62&idioma=1,,30/5/2024,Convocatoria,,,,,,,Test,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Andalucía,Granada,Hueneja,Ayuntameinto,1,BOP de 23/05/2024,BOP de 23/05/2024,24/5/2024,Oposición,si,104762,M226168,Activa,,,,https://hueneja.sedelectronica.es/board,,30/5/2024,Convocatoria,,,,,,,test,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Madrid,Madrid,Leganés,Ayuntamiento,8,BOE 27/05/2024,BOE 27/05/2024,24/6/2024,Oposición,si,104826,M226311,Activa,,,,https://sede.leganes.org/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=TABLON#,,6/6/2024,Convocatoria,,,,,,,Test,,,,,Caso práctico,,,,,,,,,,,,,,,,
TBS,Local,Navarra,Navarra," Mancomunidad de Servicios Sociales de San Adrián, Andosilla, Azagra y Cárcar","Mancomunidad de Servicios sociales  Mancomunidad de Servicios Sociales de San Adrián, Andosilla, Azagra y Cárcar ",1,BON 27/05/2024,BON 27/05/2024,1/7/2024,concurso-oposición,si,104832,M226312,Activa,,,,"Sede Electrónica de Servicios Sociales de San Adrián, Azagra, Andosilla y Cárcar (sedelectronica.es)",,31/5/2024,Convcoatoria,,,,,,,Test,,,,,Caso práctico,,,,,,,,,,,,,,,,
TSS,Autonómica,Castilla La Mancha,,,SESCAM,24,DOCM 31/08/2021,DOCM 31/08/2021,01/09/2021-30/09/2021,Concurso oposición,,73735,M124400,,si,,15,https://sanidad.castillalamancha.es/profesionales/atencion-al-profesional/oferta-de-empleo-publico/gestion/2018?field_categoria_profesional_tid=4513&field_sistema_de_acceso_tid=4770 ,https://sanidad.castillalamancha.es/profesionales/atencion-al-profesional/oferta-de-empleo-publico-2017-2018/nota-informativa-OPE,9/5/2024,Notas opo examen 03/02/24/Nota info. Hst 14 feb.(ver 2º enlace)/ LD  04/2022,10/2/2022,boletín,,7/4/2022,boletín,,Test,3/2/2024,4/4/2024,,0,NA,,,,,NA,,,,,NA,,,,,,
TBS,Autonómica,Asturias,,Inst asturiano de Admón. Pública Adolfo Posada,,5,BOPA 14/12/2021,,,concurso-oposición,,76628,M134700,,,,4,https://sede.asturias.es/ast/oposiciones?p_p_id=pa_sede_buscadoroposiciones_detalle_SedeDetalleBuscadorOposicionesWebPortlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_pa_sede_buscadoroposiciones_detalle_SedeDetalleBuscadorOposicionesWebPortlet_mvcRenderCommandName=%https://sede.asturias.es/ast/oposiciones?p_p_id=pa_sede_buscadoroposiciones_detalle_SedeDetalleBuscadorOposicionesWebPortlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_pa_sede_buscadoroposiciones_detalle_SedeDetalleBuscadorOposicionesWebPortlet_cur=1&_pa_sede_buscadoroposiciones_detalle_SedeDetalleBuscadorOposicionesWebPortlet_delta=10&p_r_p_opo_searchText=&p_r_p_opo_estado=&p_r_p_opo_grupo=&_pa_sede_buscadoroposiciones_detalle_SedeDetalleBuscadorOposicionesWebPortlet_opo_tab=&_pa_sede_buscadoroposiciones_detalle_SedeDetalleBuscadorOposicionesWebPortlet_opo_new_tab=Turno%20Libre,,7/5/2024,plazo méritos y Notas 3º examen 14/03/2024 /  Notas  2º examen 14/12/2023 / Notas 1º examen 14/10/2023/ convocatoria,22/6/2023,WEB,https://sede.asturias.es/bopa/disposiciones/FICHEROSSAC/148/2021/332750/d548c63d96bc4551024081d6b532d72a8d897895.pdf,9/8/2023,web,https://sede.asturias.es/bopa/disposiciones/FICHEROSSAC/148/2021/332750/be63cdc0fa21cf99e7e1eda57050360a5e1f517b.pdf,1º,14/10/2023,13/11/2023,https://sede.asturias.es/bopa/disposiciones/FICHEROSSAC/148/2021/332750/d5291d6ee1faccad01ec9f28605306dc611664fc.pdf,0,2º,14/12/2023,28/2/2024,,,3º,14/3/2024,,,,,,,,,,
OINT/OEDU/TBS,Autonómica,Madrid,Madrid,,"C.Madrid  Educador Grupo III, Nivel 6, Área C","31 PLAZAS /29 plazas de 231 iniciales (resto las suman a las de Técnico superior de Educación infantil hasta 387 plazasORDEN 763/2021, de 27 de diciembre)",BOCM nº 274 de 17/11/2021,BOCM nº 274 de 17/11/2021,18/11/2021-17/12/2021 ampliación 15/02/2022,concurso oposición,si,75929,M130960,,si,,9,https://www.comunidad.madrid/servicios/empleo/educador-estabilizacion,https://tramita.comunidad.madrid/oferta-empleo/pruebas-selectivas-educador-0,13/5/2024,Resultados finales 31 plazas / Puntuación méritos /  APROBADOS EXAMEN ÚNICO 17/06/2023,14/3/2023,boletín,https://www.bocm.es/boletin/CM_Orden_BOCM/2023/03/14/BOCM-20230314-8.PDF,18/5/2023,boletín,,único,17/6/2023,12/9/2023,,9,,,,,,,,,,,,,,,,,0
TBS,Autonómica,Navarra,,,Gobierno de Navarra,9,BON 14/11/2022,BON 14/11/2022,15/11/2022-30/11/2022,Concurso-oposición,si,84344,M166040,,no?,,13,https://www.navarra.es/es/tramites/on/-/line/trabajador-social-procedimiento-de-ingreso-mediante-concurso-oposicion-2022?back=true&pageBackId=5722676,,16/2/2024,notas def. examen 02/12/2023 /LP,13/2/2023,web,,29/6/2023,web ,https://www.navarra.es/es/tramites/on/-/line/trabajador-social-procedimiento-de-ingreso-mediante-concurso-oposicion-2022,ünico (Test),2/12/2023,2/2/2024,https://www.navarra.es/documents/48192/20276393/RDOS+DEFINITIVOS.pdf/b35c5c4b-dfb5-593c-d6e1-79a554bbfa73?t=1706886364820,0,NA,,,,,NA,,,,,NA,,,,,3,0
TBS,Autonómica,Murcia,Murcia,,Comunidad Murcia,22,BORM de 17/11/2022,BORM de 17/11/2022,18/11/2022-19/12/2022,Concurso-oposición,si,84613,M167323,,si,,17,"https://empleopublico.carm.es/web/pagina?IDCONTENIDO=2340&IDTIPO=200&CODIGO_CUERPO=BFX02&CODIGO_CONVOCATORIA=BFX02C22&TIPO_ACCESO=L&RASTRO=c$m61986,61991,62006",,14/5/2024,"Resultados, formación de bolsa y puntuación del concurso / pertura plicas 14/11 / LD y examen único 12/11/2023",20/4/2023,boletín,https://empleopublico.carm.es/publicaciones/30207.pdf,19/6/2023,boletín,,único,12/11/2023,,,2,NA,,,,,NA,,,,,NA,,,,,9,0
TBS,Local,Galicia,Pontevedra,Vigo,Ayuntamiento de Vigo,3,BOP de 20/09/2022BOE nº 258 de 27/10/2022,,15/11/2022,oposición,no,83681,M167800,,,,1,https://sede.vigo.org/expedientes/oposicions/oferta.jsp?id=108&lang=es,https://accesible-sede.vigo.org/expedientes/oposicions/plaza.jsp?id=456&lang=es,14/5/2024,Notas 4º examen 28/02/2024 /Notas  3º EXAMEN 25/01/2024 / NOTAS 2º EXAMEN 01/12/2023 / NOTAS 1º EXAMEN TEST 06/10/2023,5/7/2023,,,3/8/2023,,,test,6/10/2023,9/10/2023,,1,desarrollo,1/12/2023,19/12/2023,,0,caso práctico,25/1/2024,5/2/2024,,0,competencias +  5ºprueba gallego,28/2/2024,28/2/2024,,0,,0
TBS,Local,Castilla y León,Salamanca,,Diputación de Salamanca,10,BOE 17/11/2022,BOE 17/11/2022,18/11/2022-07/12/2022,Concurso-oposición,,84537,M167980,,,,5,http://www.lasalina.es/Aplicaciones/GestorInter.jsp?prestacion=rrhh&funcion=detProceSelec&idProceso=5045,,19/2/2024,Propuesta calificación final definitiva / Notas 3º examen 17/11/2023 y plazo méritos/  Notas. 2º examen 21/09/2023 / notas 1º examen 28/06/2023/LP,24/1/2023,boletín,https://sede.diputaciondesalamanca.gob.es/Aplicaciones/GestorInter.jsp,24/5/2023,,,1º,28/6/2023,17/8/2023,http://www.lasalina.es/Aplicaciones/GestorInter.jsp,0,2º,21/9/2023,,,,3º,17/11/2023,24/11/2023,,,NA,,,,,,
TBS,Local,Castilla y León,Salamanca,,Diputación de Salamanca,1+bolsa,BOE 23/12/2022,BOE 23/12/2022,24/12/2022-12/01/2023,concurso-oposición,no,86978,M170741,,no,,3,http://www.lasalina.es/Aplicaciones/GestorInter.jsp?prestacion=rrhh&funcion=detProceSelec&idProceso=4953,,19/2/2024,Resultados 1 plaza y bolsa / Notas 2º examen 23/11/2023 / Notas 1º EXAMEN 15/09/2023,14/4/2023,boletín,http://www.lasalina.es/Aplicaciones/GestorInter.jsp,18/8/2023,boletín,http://www.lasalina.es/Aplicaciones/GestorInter.jsp,1º,15/9/2023,6/10/2023,,1,2º,23/11/2023,,,0,NA,,,,,NA,,,,,0,0
TBS,Local,Aragón,Zaragoza,Zaragoza,Ayuntamiento,8 amplían a 9, BOP de 05/07/2022,BOE nº 279 de 21/11/2022,22/11/2022 - 12/12/2022,oposición,si,84864,M168400,,,,10,http://www.zaragoza.es/oferta/busqueda.jsp?nombre=&grupo=A2&turno=Libre&estado=&permanente=permanente&any=&Buscar=Buscar,,19/2/2024,"Resultados finales / Notas 2º ex. 19,20 y 21/12 / Notas 1º examen 09/09/2023 y lecturas del 6-8 noviembre",3/3/2023,,,16/6/2023,,,,9/9/2023,30/10/2023,,0,lecturas,"19,20 y 21 resto lecturas",,,0,NA,,,,,NA,,,,,0,0
TBS,Local,Baleares,,Manacor,Ayuntamiento,2,BOIB de 27/10/2022BOE nº 273 de 14/11/202205/12/2022,,,concurso-oposición,si,84288,M168900,,,boletines,2,https://manacor.eadministracio.cat/board,,19/2/2024,Rsultados méritos / Resultados opo / Notas 3º examen 21/12/2023 / Notas prov. 2º examen 24/11/2023 / Notas prov. 1º examen 09/11/2023,24/2/2023,web,,31/5/2023,web,,test ,9/11/2023,9/11/2023,,0,ejercicio desarrollo,24/11/2023,,,,caso práctico,21/12/2023,,,,,,,,,,
TBS,Local,Asturias,Oviedo,Oviedo,Ayuntamiento,7,BOE 28/11/2022,BOE 28/11/2022,29/11/2022-12/12/2022,concurso-oposición,si,85319,M169160,,no,,4,https://www.oviedo.es/ofertaempleopublico/convocatorias,,19/2/2024,Notas 2º examen y 3º 15/01/2024 / Lecturas del 12 a 20 del 2º examen 20/11/2023 / Notas  1º examen 07/11/2023,12/9/2023,web,https://www.oviedo.es/documents/25047/1896243/Resoluci%C3%B3n+Tribunal+y+lista+provisional+Trabajador-a+Social.pdf/b783832e-f813-4fa8-9995-644d830d0522,17/10/2023,web,https://www.oviedo.es/documents/25047/1896243/Listas+definitivas+Trabajador-a+Social+2019+2020+2022.pdf/06081e83-74ee-45a3-b9c2-cba3a19f0782,test ,7/11/2023,13/11/2023,https://sede.oviedo.es/documents/25047/1896243/Resultados+primer+ejercicio+y+fase+de+concurso+TS+2023_14059072_EXTRA.PDF/9d37c8cb-50f0-494d-9f93-1ed3fe1fb78f,0,Desarrollo,20/11/2023,,,0,Caso práctico.,15/1/2024,,,0,NA,,,,,,
TBS,Local,Castilla y León,Burgos,,Diputación Burgos,9,BOE 16/12/2022,BOE 16/12/2022,17/12/2022-5/01/2023,concurso-oposición,si,86464,M170580,,no,,5,https://www.burgos.es/ciudadano/servicios/empleo-publico,,19/2/2024,Resultado final / Notas 2º  examen 07/11/2023 / Notas 1º examen 18/10/2023,15/9/2023,http://bopbur.diputaciondeburgos.es/sites/default/files/private/publicado/bopbur-2023-005/bopbur-2023-005-anuncio-202207207.pdf,https://www.boe.es/boe/dias/2022/12/16/pdfs/BOE-A-2022-21329.pdf,11/10/2023,boletín,2,Desarrollo,18/10/2023,31/10/2023,https://www.burgos.es/sites/default/files/file/empleo/resultado_primer_ejercicio_y_fecha_del_segundo_ejercicio_trabajador_social_estabilizacion_concurso-oposicion.pdf,0,Caso práctico,7/11/2023,,,0,NA,,,,,NA,,,,,,
TBS,Autonómica,Castilla La Mancha,,,Junta Castilla La Mancha,5,DOCM 22/12/2022,DOCM 22/12/2022,23/12/2022-24/01/2023,concurso-oposición,si,86809,M170400,,si,,5,https://empleopublico.castillalamancha.es/procesos-selectivos/abiertos/turno-libre/2022-estabilizacion-concurso-oposicion-cuerpo-tecnico-3,,14/5/2024,Resultados finales / Notas 2º examen y 3º 27/01/2024 / lecturas 2º examen 16/12/2023 / Notas 1º examen 07/10/2023,30/3/2023,web,https://empleopublico.castillalamancha.es/sites/default/files/proc-selec/ficheros/provisionales_funcionario_co_cuerpo_tecnico_-_trabajo_social_libre.pdf,25/5/2023,boletín,,Test,7/10/2023,1/12/2023,https://empleopublico.castillalamancha.es/sites/default/files/proc-selec/ficheros/aprobados_1a_prueba_ct_trabajo_social_estb-co-l.pdf,0,Desarrollo,16/12/2023,18/1/2024,https://empleopublico.castillalamancha.es/sites/default/files/proc-selec/ficheros/calificaciones_1a_prueba_y_llamamiento_2a_prueba_trabajo_social_estb-co.pdf,0,Caso práctico,27/1/2024,,,,,,,,,NA,0
TBS,Local,C. Valenciana,Castellón,,Mancomunidad Río Mijares,1,BOP de 24/11/2022,BOE nº 298 DE 13/12/2022,14/12/2022 - 11/01/2023,concurso-oposción,si,86120,M171480,,,LLAMAR ALUMNA,1,https://mcriomijares.sedelectronica.es/info.0,,19/2/2024,Resultados finales / Notas 2º examen / ¿1º examen no sale nada?Último no sale nada / Convocatoria (sale LP de la que es concurso),31/1/2023,web,,,,,test,,,,,caso práctico,,6/10/2023,,0,NA,,,,,NA,,,,,,
TBS,Local,C. Valenciana,Alicante,Pilar de Horadada,Ayuntamiento de Pilar de la Horadada,3,BOP de 31/10/2022,BOE nº 292 de 06/12/2022,07/12/2022 - 04/01/2023,concurso-oposción,no,85796,M171500,,,,1,https://sede.pilardelahoradada.org/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS2_TABLON_AYTO,,13/2/2024,Resultados finales / LD y test 28/11/2023 / ültimo solo salen bases / LP,27/3/2023,web,https://sede.pilardelahoradada.org/sta/docs/GetDocumentServlet?CUD=14615275322723162355&HASH_CUD=d496d210f2f2c471857021ff3da776c4c36580ee&APP_CODE=STA,20/10/2023,boletín,https://sede.pilardelahoradada.org/sta/docs/GetDocumentServlet?CUD=14616014073025326257&HASH_CUD=8258d1fee82e313232a5a713c0402e611de17d61&APP_CODE=STA,test,28/11/2023,,,0,NA,,,,,NA,,,,,NA,,,,,0,0
TBS,Local,C. Valenciana,Alicante,Xábia / Jávea,Ayuntamiento,1,"BOP nº 230, de 02/12/2022","BOE nº 309, de 26/12/2022",9/1/2023,Concurso-Oposicion,si,87066,M172460,,,,2,https://www.ajxabia.com/ver/9186/21---trabajadora-social.html,,14/5/2024,Resultado opo y méritos / Notas 2º examen 06/03/2024 / Notas 1º examen,,,,,,,test,,19/2/2024,,1,caso práctico,6/3/2024,,,1,NA,,,,,NA,,,,,1,0
TBS,Local,Madrid,Madrid,Rivas-Vaciamadrid,Rivas-Vaciamadrid,1,"BOE nº 310, de 27/12/2022","BOE nº 310, de 27/12/2022",10/1/2023,concurso-oposición,si,87031,M173300,,,,4,https://rivasciudad.convoca.online/processDetail.html?id=724f1066-d4dd-40a8-51bd-08dadf75570d&type=0,,13/2/2024,Resultados definitivos /Resultados prov. Fase concurso / Resultados fase opo / Notas prov.  examen 01/06/2023,27/3/2023,web,,,,,test,1/6/2023,29/6/2023,,2,caso práctico,,,,,NA,,,,,NA,,,,,2,0
TSS,Autonómica,La Rioja,La Rioja,,SERIS,8,BOR 27/12/2022,BOR 27/12/2022,28/12/2022-28/01/2023,concurso-oposición,,87205,M174200,,no,,2,https://ias1.larioja.org/emp/portal/oferta.jsp?_estructura=15010&_idClave=2022|SER|EMPLE,,15/11/2023,Aprobados fase oposición /   examen 14/10/2023,27/2/2023,boletín,https://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=24029927-1-PDF-551952,,,,Test,14/10/2023,14/11/2023,,0,NA,,,,,NA,,,,,NA,,,,,,
TBS,Local,La Rioja,La Rioja,Logroño,Ayuntamiento de Logroño,3 + bolsa,BOR DE 28/11/2022,BOE nº 05 de 06/01/2023,23/2/2023,concurso-oposición,no,87579,M175140,,,,4,https://logrono.es/-/bases-de-la-convocatoria-para-la-provision-en-propiedad-de-tres-plazas-de-trabajador-social-ope-2019-y-2020-,,19/2/2024,3º examen 08/01/2024 / 2º examen 04/12/2023 / notas  1º EXAMEN 15/11/2023 / Calificación fase concurso,7/8/2023,boletín,https://logrono.es/documents/20121/1362002/Publicacion+excluidos+trabajador+social.pdf/29a717d1-67fd-fb64-bef0-43b6e8bd708f?t=1691391725895,,,,test,15/11/2023,,,1,desarrollo,4/12/2023,,,0,caso práctico,8/1/2024,,,0,NA,,,,,,
TBS,Local,Cataluña,Barcelona,Sant Vicenç del Horts,Ayuntamiento de Sant Vicenç del Horts,2,BOE 13/01/2023,BOE 13/01/2023,16/01/2023-120/02/2023,concurso-oposición,si,87989,M175780,,no,,4,https://cido.diba.cat/oposicions/14109026/2-places-de-treballador-social-ajuntament-de-sant-vicenc-dels-horts,https://svh.cat/ajuntament/oferta-de-treball/bases-per-a-la-seleccio-definitiva-mitjancant-concurs-oposicio-lliure-de-dues-places-dadministtracio-especial-subescla-tecnica-classe-tecnica-mitjana-treball-social-de-la-plantilla-de-personal-fun/,19/10/2023,Resultados convocatoria / LD y examen 19/07/2023,22/2/2023,web,https://svh.cat/wp-content/uploads/2023/01/05-Llista-provisional-de-persones-admeses.pdf,4/7/2023,,,Unico con dos partes test y caso,19/7/2023,4/9/2023,,,NA,,,,,NA,,,,,NA,,,,,,
TBS,Local,C. Valenciana,Valencia,Algemesí,Ayuntamiento de Algemesí,2,BOE 14/01/2023,BOE 14/01/2023,16/01/2023-10/02/2023,concurso-oposición,SI,88020,M178460,,NO,,1,https://www.algemesi.es/pagina/cobertura-2-places-treballadora-social-marc-del-proces-destabilitzacio-locupacio-temporal-concurs-oposicio,,7/5/2024,Valoración prov. Méritos / Notas examen 26/02/2024,,,https://www.algemesi.es/sites/www.algemesi.es/files/files/Personal/2023/Edicte%20llistat%20provisional%20treballadora%20social.pdf,,,,Único. Parte test y práctico,26/2/2024,,,,NA,,,,,NA,,,,,NA,,,,,,
TBS,Local,Murcia,Murcia,Cartagena,Ayuntamiento de Cartagena,6,BOE 13/02/2023,BOE 13/02/2023,14/02/2023-13/03/2023,concurso-oposición,,89310,M180100,,no,,1,https://www.cartagena.es/empleo_publico_resoluciones.asp?origen=EP&id=219,,16/2/2024,Notas 2º examen / Notas 1º examen 18/06/2023 / LD y tribunal,8/5/2023,WEB,https://www.cartagena.es/gestion/documentos/65398.pdf,23/5/2023,web,https://www.cartagena.es/empleo_publico_aspirantes.asp?origen=EP&id=219,Test,18/6/2023,25/7/2023,,1,Defensa de proyecto memoria preentado con instancia,,,,0,,,,,,,,,,,,
TBS,Local,Andalucía,Jaén,Jaén,Diputación de Jaén,17,BOE 16/02/2023,BOE 16/02/2023,17/02/2023-17/03/2023,concurso-oposición,no,89551,M180940,,no,,27,https://www.dipujaen.es/conoce-diputacion/areas-organismos-empresas/areaD/recursos-humanos/ofertas-de-empleo/oferta-publica-permanente/_detalles/index.html?uid=b2e8eac1-8049-11ed-9190-005056b0675f,,13/5/2024,Resultados finales y nombramiento / plazo méritos y notas 2º examen 24/11/2023 / Notas 1º examen 22/09/2023,20/4/2023,boletín,https://www.dipujaen.es/export/sites/default/galerias/galeriaDescargas/diputacion/dipujaen/RR.HH/convoc-2022/2-semestre/PUB_Lista_Prov_TS_BOP.pdf,17/5/2023,boletín,,Test parte general,22/9/2023,27/10/2023,https://www.dipujaen.es/export/sites/default/galerias/galeriaDescargas/diputacion/dipujaen/RR.HH/convoc-2022/2-semestre/ANUNCIO__24_10_2023.PDF,3,Caso práctico,24/11/2023,18/1/2024,,0,NA,,,,,NA,,,,,,0
